category,text
Текущее содержание дворовой территории,Не убирается мусорка на детской площадке за домом.
Текущее содержание дворовой территории,Не вывозится и не убирается мусор. Лежит битое стекло.
Текущее содержание дворовой территории,Возле первого подъезда вырвали лавочку как 2 года (передвигается по всему двору). Управляющая компания никак не может лавочку укрепить возле подъезда. Просьба установить лавочку на место с закреплением в асфальте.
Текущее содержание дворовой территории,На детской площадке во дворе дома Щербакова 146 корп. 2 под одной из качель лежит большой кусок бетона от старой демонтированной площадки. Данный факт угрожает жизни и здоровью малышей. Прошу Вас принять соответствующие меры по ликвидации данного куска бетона.
Текущее содержание дворовой территории,Не стрижена трава во дворе
Текущее содержание дворовой территории,"Подтопление межквартального проезда Зона подтопления находится во дворе дома. Данной парковкой активно пользуются родители, привозящие детей в ДС №134."
Текущее содержание дворовой территории,Доброе время суток. В этом году ещё ни разу не косили траву во дворе
Текущее содержание дворовой территории,"Здравствуйте! Благоустройство было выполнено всего 2 года назад, а мусоровозы, приезжая за мусором, грубо нарушают ПДД, двигаясь по тротуару, тем самым разрушая бордюрные камни и асфальтовое покрытие. Помогите пожалуйста разобраться с ситуацией, выполнить текущий ремонт и предотвратить хамское отношение к благоустройству, пока еще не все разрушено. Спасибо!"
Текущее содержание дворовой территории,"После проведенных работ придомовоя территория осталась в плачевном соятоянии, разрыт грунт, не высажена снова трава, в мокрую погоду здесь грязь."
Текущее содержание дворовой территории,"В ответе от 28.06.19 указано, что работы по подбору мусора и веток в районе парковки по ул. Сургутская 11/2 выполнены, правообладатель строительных материалов (досок) устанавливается. О выполнении работ по уборке строительных материалов Вам будет сообщено дополнительно в срок до 07.07.2019. Как получается, что глядя с другого ракурса видно что мусор и ветки лежат на своих местах???"
Текущее содержание дворовой территории,На футбольной площадке у дома Шишкова 54 сломана секция ограждения.
Текущее содержание дворовой территории,"На спортивной площадке между домов Эрвье 24к2 и Эрвье 24к3 отсутствует ограждение за воротами. Сломано или же не сделано в принципе. Рядом находится детская площадка, где гуляют малыши. Мяч постоянно вылетает на площадку и только чудом пока не попал никому в голову. Прошу посодействовать в починке данной площадки или ограничить туда доступ, пока ее не приведут в удовлетворительное состояние."
Текущее содержание дворовой территории,"Прошу привести в порядок. Площадка постоянно грязная, а где маленькая горка и карусель там лавочка около ели/лиственницы стоит там постоянно распитые бутылки валяются."
Текущее содержание дворовой территории,Затопление ливневой канавы после дождя . Вода не уходит -уже выросли камыши. Дети плюхаются в воде -а там мусор и грязь. УК Заря -не чистила сток уже с начала весны. После дождя во дворе постоянно огромная лужа -к машинам не подойти и никому нет дела .никто не реагирует-ждут когда само все высохнет- За что мы жители платим ? Никакой уборки территории -дворника месяца 3 во дворе не видно-!!!
Текущее содержание дворовой территории,"Здравствуйте! У нас во дворе уже месяц открыт люк, рядом с детской площадкой, дети бегают рядом. С люка идёт пар. Сообщала в УК, но к сожалению ни каких мер не принято. Прошу помочь в данной опасной ситуации."
Текущее содержание дворовой территории,"На детской площадке по ул. Ватутина между домами 18 и 16а, сломана карусель. Кроме этого на некоторых конструкциях торчат куски арматуры и бетона, что не безопасно для детей."
Текущее содержание дворовой территории,Прошу обеспечить уборку смета и мусора со всей территории парковки. Неубранная территория в таком виде создает условия для пожара.
Текущее содержание дворовой территории,"Детская площадка представляет из себя- качель; 2 песочницы. Есть еще 2 горки деревянные, на которые детей страшно пускать, также нет спец.покрытия на детской площадке."
Текущее содержание дворовой территории,"Не убирают скошенную траву. В прошлом году сделали альпийские горки и высадили цветы, в этом году эти горки заросли сорняками. Урны не убираются, на фото не последствия ночных гулянок, мусор в урнах не убирается по 3-4 дня. Неоднократно оставляли заявку на уборку мусора и покос травы. УК Домово. За деревьями и кустарниками никто не следит. Адрес ул. Николая Зелинского 19 и Николая Зелинског"
Текущее содержание дворовой территории,"Площадка перед мусорными баками была частично засыпана землей, после дождей при прохождении мусорной машины вся эта грязь была растащена колесами машины по двору."
Текущее содержание дворовой территории,"Ранее, 19-06-2019 уже оставляла обращение о уборке мусора и смёта по периметру дома по ул. Газовиков 53/1. В ответе Руководителя управы Центрального административного округа В.Г. Черкашина от 27.06.2019 указано что уборка выполнена. Вместе с тем по, состоянию на 28.06.19 мусор и смет остается лежать. Прошу внимательнее относится к подготовке ответов и выполнению работ."
Текущее содержание дворовой территории,"На детской площадке во дворе Гастелло 69 постоянно в мусоре. УК Запад прибирать её не интересно, им нравится только деньги за это получать."
Текущее содержание дворовой территории,"Вода после каждого дождя заливает территорию двора. Люди ходят по отмостке у стен дома, даже детские коляски там проезжают. Откачка не производится, т.к. глубина небольшая, так сказали в УК."
Текущее содержание дворовой территории,"Добрый день! Рядом с домом по ул. Николая Семенова 25/1 постоянно раскатана грязь. Прошу принять меры по уборке территории, а также принять меры, чтобы в дальнейшем эту грязь не раскатывали по всем тротуарам и дорогам вновь. Спасибо за вашу работу."
Текущее содержание дворовой территории,"Полная урна на площадке для выгула собак. Просьба взять площадку на постоянный контроль, здесь выгуливается много собак и урна мгновенно наполняется отходами, стоит запах, окна первого этажа находятся в 5 метрах от площадки."
Текущее содержание дворовой территории,Подтопление тротуара По адресу улица Ватутина дом №26 После проливных дождей образовалась лужа. Ливнёвка забилась или же произошел обвал.
Текущее содержание дворовой территории,"Совет МКД дома 18,улица Ватутина сообщает.На территории нашего дома давно не убирают траву,поросль от деревьев.Во внутренней части двора ветки свешиваются и мешают по проходу на пешеходной дорожке.Сменился подрядчик ЦАО и стали плохо убиратб.ь"
Текущее содержание дворовой территории,не стрижена трава
Текущее содержание дворовой территории,"Старая мебель, грязь, камни, лужи, отсутствует травяной покров."
Текущее содержание дворовой территории,"Здравствуйте, после каждого дождя наш двор затапливает дождевыми водами, дренажного колодца у нас нет, а воду управляющая компания не откачивает."
Текущее содержание дворовой территории,"На детской площадке повреждена карусель (плохо крутится, трясется), рядом отсутствует качель."
Текущее содержание дворовой территории,"Здравствуйте, вот такую картину мы наблюдаем каждый раз после дождя , УК бездействует. Примите меры!"
Текущее содержание дворовой территории,"Добрый день! Не убирается дворовая территория. Огромное количество не обрезанных тополей привели к огромному количеству мусора, который никто не убирает. Хочется чтобы убирали территорию постоянно, а не только после обращения. Спасибо!"
Текущее содержание дворовой территории,"После каждого дождя двор топит, вода стоит от первого до пятого подъезда, сырость и плесень проникает в дом, подмывает фундамент. Сколько будет продолжаться бездействие коммунальных служб ? Оплату за услуги ЖКХ производим регулярно и не мало. Примите меры! Спасите дом."
Текущее содержание дворовой территории,Прошу принять меры по обустройству придомовой парковки в надлежащий вид. После каждого дождя перед нашим домом образовывается огромная лужа на парковке из которой вода не уходит. УК Благо никаких мер не предпринимает при этом.
Текущее содержание дворовой территории,"После каждого дождя топит придомовуб территорию, не проехать, не пройти невозможно. Вода никуда не уходит, суточные колодцы не работают!"
Текущее содержание дворовой территории,"Детская площадка в ужасном состоянии. Сломаны ступеньки на горке, сиденье на карусели. В песочнице нет песка. Все скамейки и детские снаряды обшарпаны. За три года как живём здесь, ничего не ремонтировалось. В УК ближайших домов сказали что площадка относится к городу."
Текущее содержание дворовой территории,"Мусора в возле спортивной площадки через край, упаковки разлетаются по всему двору. Примите пожалуйста меры. Спасибо."
Текущее содержание дворовой территории,После ликвидации погребов во дворе остались холмы и бугры. Ходить невозможно.
Текущее содержание дворовой территории,"На спортивной площадке порвана сетка, проросли деревья/кусты. Прошу принять меры и привести спортивную площадку во дворе дома 106 по улице Депутатской в нормативное состояние. Спасибо."
Текущее содержание дворовой территории,"По адресу Щербакова 112 подъезд 4 ,в период ремонта магазина ""Пятёрочка"" наша красивая цветущая клумба ,стала полигоном строительного мусора ,уничтожили многолетние саженцы кустарники ,сломали единственную лавочку ,на которой вечерами сидели наши пенсионеры ..УК ""Заря"" не чего в решении это вопроса не предпринимает .Просим помочь решить нам нашу проблему"
Текущее содержание дворовой территории,"Добрый день, за домом покрасили лавочки и ограждения, а что на счет МАФов , горка доски треснули, краска облезла, не докрашенный, на половине участок. Турник облез. Качель весы , вообще не красили. На фото горка. Покрытие трава , песка нет. Разве это надлежащее состояние?!"
Текущее содержание дворовой территории,"На дворовой территории вокруг контейнерной площадки постоянный мусор, даже после механизированной уборки в районе погрузки ТБО и отъезда машины с ТБО, на асфальте остаётся битое стекло, мусор и разлитые жидкости. С каждой механизированной уборкой, территория только загрязняется. Примите меры!"
Текущее содержание дворовой территории,"У дома установлены мусорные контейнеры виду отсутствия работ по содержанию площадки (дератизации, поддержания чистоты) бегает много крыс, а также и их нор. Просьба решить вопрос по наведению порядка на мусорной площадке."
Текущее содержание дворовой территории,Обородувание детских площадок перед домом заросло ветками. Играть и заниматься тут уже никто не сможет до конца лета. Ветки нужно аккуратно обрезать.
Текущее содержание дворовой территории,Облезлый забор.
Текущее содержание дворовой территории,Не стрижена трава у дома.
Текущее содержание дворовой территории,"НЕ убрана площадка для выгула собак. Недавно подавал такое же сообщение, все повторилось заново. За площадкой не следят."
Текущее содержание дворовой территории,"На детской площадке туго (тяжело) крутить карусель, при этом она сильно скрипит."
Текущее содержание дворовой территории,На дворовом проезде управляющая компания отказывается убирать смёт вдоль бордюрного камня.
Текущее содержание дворовой территории,"Неисправные качели на детской площадке, оборвана цепь, сиденья в середине сильно прогнулись. Оставлены железный штырь и основание от бывшей карусели."
Текущее содержание дворовой территории,информация дана на фото.
Текущее содержание дворовой территории,"Необходимо демонтировать оставшееся металлическое основание от детской карусели (детская площадка дома со стороны ул.Республики). Двойные качели также необходимо отремонтировать - заменить оба сидения (причина - сильная деформация), восстановить порванный цепной подвес у одних качелей."
Текущее содержание дворовой территории,"Здравствуйте. Наша управляющая компания убрала дерево. Кому-то из соседей, видимо мешало. Так если вы убили живую природу, будьте добры, увезите мусор. Но нет, бросили у мусорки, и уже всю неделю гниёт. Примите пожалуйста меры. Заранее спасибо."
Текущее содержание дворовой территории,Разбита плитка у 4 подъезда.
Текущее содержание дворовой территории,"В конце прошлого года были заменены подвесные качели, цепи оказались слишком длинные, близко к земле. Поэтому зимой качели стоят в снегу, невозможно качаться. Сейчас приходиться закручивать излишек цепей вокруг оси, что приводит к более быстрому износу самих качелей. Да и детям, и родителям это неудобно. Необходимо укоротить длину цепей качелей примерно на 20см, если это возможно."
Текущее содержание дворовой территории,"Добрый день! Детская площадка во дворе дома Шишкова 84. Необходимо отремонтировать вращающиеся площадки, а конкретно у одной площадки правая на фото высыпался подшипник, другие две требуют смазки"
Текущее содержание дворовой территории,"Добрый день! Детская площадка во дворе дома Шишкова 84, не исправно оборудование детской площадки (разрушен поворотный узел)фото во вложении."
Текущее содержание дворовой территории,"не скошена трава у 2, 3 и 4 подъездов"
Текущее содержание дворовой территории,Во дворе дома сломаны элементы ограждения.
Текущее содержание дворовой территории,Повреждено ограждение спортивного корта.
Текущее содержание дворовой территории,не скошена трава
Текущее содержание дворовой территории,На территории двора у дома 74 не скошена трава. Высота травы в некоторых местах почти 1 метр.
Текущее содержание дворовой территории,"В мае 2019 года я уже обращалась по вопросу уборки мусора в районе парковки по ул. Сургутская 11к2. В ответе представлены фото, на которых мусор не убран. Прошу обеспечить уборку до состояния отлично!"
Текущее содержание дворовой территории,"Прошу обеспечить уборку мусора и смёта по периметру дома по ул. Газовиков 53/1 и взять этот вопрос на контроль. Как со стороны дворового проезда, так и со стороны межквартальных проездов."
Текущее содержание дворовой территории,На детской площадке урны переполнены мусором. На земле также полно мусора. Трава не скошена.
Текущее содержание дворовой территории,"Мы уже обращались сделать горку. Но такое ощущение что постелили просто тряпку, а потом ее убрали, я лично не собираюсь постоянно покупать ребенку одежду из за того что он рвет из за халатности обслуживающих компаний. Прошу принять необходимые меры."
Текущее содержание дворовой территории,сломаны качели нет покрытия на площадке все в ямах
Текущее содержание дворовой территории,Нет держателей на качалке. Краска облезла. В центре площадки странная пружина торчит
Текущее содержание дворовой территории,НЕ скошена трава
Текущее содержание дворовой территории,Рядом с домом свалка мусора
Текущее содержание дворовой территории,Во дворе дома не скашивают траву. Площадки заросли
Текущее содержание дворовой территории,Сломано кольцо. Покрытие из песка и камня не очень безопасное и удобное для игры в баскетбол.
Текущее содержание дворовой территории,"Непокошенная трава на всей территории дома по улице Игримская 37. В УК обращались более двух недель назад, реакции нет."
Текущее содержание дворовой территории,"Здравствуйте,может уже пора вынести предписание УК ""Жилсервисуют""или вас заваливать каждую неделю фотографиями свинства,которое творится постоянно на придомовой территории???"
Текущее содержание дворовой территории,"Между 17ой школой и домом 186 есть детская площадка, в настоящий момент инвентарь находится в ненадлежащем состоянии. Добавляется только одно фото, но несколько предметов на площадке сломано, в том числе горка"
Текущее содержание дворовой территории,"Во дворе дома повреждено ограждение детской площадки в 4 местах, УК компвния в течение месяца не приримает никаких действий, дети практически любого возраста могут выйти на неогражденную крышу парковки. Также сломана качель. Покрытие детской площадки не отвечает ГОСТу (площадка закатана асфальтом) К сожалению, портал не дает загрузить более 1 фото."
Текущее содержание дворовой территории,"Между домами Николая Федорова 17 и 17к1 на детской площадке отсутствует резиновое покрытие вокруг карусели. Ранее 14.05.19 было разобрано резиновое покрытие. После обращения 14.05.19 в управляющую компанию, разбросанное покрытие убрали, но восстановление площадки не произвели."
Текущее содержание дворовой территории,"Прошу обратить внимание, что территория вокруг паркинга, находящегося во дворе дома 35 по ул Проезд Заречный сильно загрязнена. Ранее я оставляла жалобу, мне прислали ответ что мусор убрали, прислали фото. Вероятно, мусор убрали с одной стороны паркинга, но например со стороны дома 37 к 1 мусор как валялся, так и валяется, огромная куча листьев также осталась. Считаю, что меры приняты не были"
Текущее содержание дворовой территории,"Неисправная качель на детской площадке во дворе дома 150, подъезд 2"
Текущее содержание дворовой территории,"За 3 домом, ненадлежаще состояние детской площадки. Дети могут занозу получить. Не окрашена, песочницы переполнены. Урны полные, мусор на площадке."
Текущее содержание дворовой территории,Переполнены мусорницы по ул. Моторостроителей 9 корпус 1 возле детского сада. Фото сделаны ещё в среду. Примите срочно меры по уборке территории.
Текущее содержание дворовой территории,"Уже даёт недели вот так выглядит наш двор, куча старого асфальта и дыры возле подъезда что зайди не возможно, дети ходят и запинаются"
Текущее содержание дворовой территории,"ПОЧИНИТЬ ДЕТСКУЮ ПЛОЩАДКУ , закрепить качели , скрыть арматуру ,ну и покрасить тоже не помешало бы ! И произвести контроль над недобросовестной работа УК « Порядок» . Которая якобы уже починила !"
Текущее содержание дворовой территории,"не убраны ветки на заднем дворе, не стрижена трава"
Текущее содержание дворовой территории,не стрижется трава у всех подъездов
Текущее содержание дворовой территории,"Территория вокруг дома в отвратительном состоянии - трава не скошена вокруг дома, у каждого подъезда - деревья не ухожены, у стволов неконтролируемо разрослись саженцы (это все нужно спиливать, выкапывать, обрезать)."
Текущее содержание дворовой территории,не убирается площадка для выгула собак
Текущее содержание дворовой территории,"Не скошена трава за домом, и у 1, 2, 3 подъезда."
Текущее содержание дворовой территории,"Мусор, трава, не засеяна травой территория. Участок в отвратительном запущенном состоянии."
Текущее содержание дворовой территории,"Добрый день. Уже год не могут поставить площадку во дворе дома детям негде играть. Убрали в прошлом году сказали скоро поставят и до сих пор ничего не стоит выйти с маленьким ребёнком даже не куда погулчть или поиграть. Одна песочница и то одно название от нее играть там категорично невозможно пахнет кошачьей мочой один мусор в песке, в песке попадаются стекла можно порезаться не заметив осколок."
Текущее содержание дворовой территории,"За многоквартирным домом гора мусора. УК ответили, что эта территория не относится к придомовой и передали информацию квартальному. Прошло больше месяца, мусор не убран."
Текущее содержание дворовой территории,Отсутствуют доски на полу палубы корабля.
Текущее содержание дворовой территории,Не стрижена трава.
Текущее содержание дворовой территории,Не стрижена трава. ЖК Тихая пристань
Текущее содержание дворовой территории,"1 фото - непонятная, бесполезная конструкция для турника толстовата (предлагаю установить дополнительную детскую качелю) 2 фото - у карусели вероятно сломан подшипник, детям сложно вращать 3 фото - на столбике перед детской площадкой со стороны ДС №123 (1 корп.) отсутствует табличка выгул собак запрещен (возможно другая) 4 фото - сломана качеля, нет даже цепей (предлагаю установить качелю-гнездо)"
Текущее содержание дворовой территории,Добрый день. Уже месяц не убираются состриженные ветки возле мусорных контейнеров. Уже все сухие и создают пожароопасную обстановку.
Текущее содержание дворовой территории,"Здравствуйте! Во дворе нашего дома стоит песочница, но ненаполненная песком . Просим найти возможность и привезти на детскую площадку песок , столь необходимый нашим детям ."
Текущее содержание дворовой территории,"Во дворе по адресу проезд 9 мая д.6 трава в этом году ни разу не скашивалась, вдоль забора поликлиники 14 крапива и лопухи высотой выше ребёнка, мусор в этом году на детских площадках не убирают, кто за это отвечает."
Текущее содержание дворовой территории,Нет контроля. Нет уборки. Нет кошения
Текущее содержание дворовой территории,"Добрый день, во дворе д.24 по ул. 50 лет Октября в прошлом году было похищено покрытие с детской площадки, заведено уголовное дело после электрон. обращения № 28-44-000034/8 и обращ. к квартальному. В текущем году было похищено еще больше ""плиток"" покрытия, что начинает доставлять жителям двора неудобство (трудно проехать с коляской и дети запинаются), жители дома просят Вас восстановить покрытие."
Текущее содержание дворовой территории,"Добрый день. Сотрудниками УК не убирается детская площадка, сейчас она напоминает свалку. Кто и с какой периодичностью должен убирать детскую площадку? Куда смотрят квартальные?"
Текущее содержание дворовой территории,Добрый день! На придомовой территории Монтажников 14 в этом году ещё ни разу не стригли траву.
Текущее содержание дворовой территории,свалка мусора.
Текущее содержание дворовой территории,"Детская площадка во дворе дома №98 не содержится надлежащим образом: все детские игровые конструкции исписаны многочисленными надписями, в т.ч.нецензурными, а также повреждено ограждение спортивного корта."
Текущее содержание дворовой территории,"Не убрана территория между домами №90 и №98: мусор, кирпичи и пр.хлам. По данной дороге дети ходят в школу."
Текущее содержание дворовой территории,"Не убирается и заросла территория между домами №90 и №98 (параллельно детской площадке): заросли нескошенной травы, в т.ч. прошлогоднего сухостоя, постоянно скапливается мусор."
Текущее содержание дворовой территории,"Не убирается от мусора территория у металлического ангара, расположенного между домами №90 и №98. Мусор скапливается постоянно."
Текущее содержание дворовой территории,Не скошена трава вокруг дома.
Текущее содержание дворовой территории,"Здравствуйте, хочу обратить ваше внимание на данную детскую площадку. Постоянно валяется мусор, все поросло травой, в песочницах валяются ветки, окурки, камни впрочем как и по всей площадке. Горка и качели все облупленные, цепляют и портят одежду. Футбольное поле тоже все разваливается. С детьми ни возможно гулять, приходится ходить в другой двор. Очень хочется гулять у себя во дворе. Спасибо!"
Текущее содержание дворовой территории,На футбольной площадке в футбольных воротах разорвана сетка. Также сетки нет на баскетбольных кольцах
Текущее содержание дворовой территории,Не стрижена трава за домом.
Текущее содержание дворовой территории,Невозможно пройти по двору. Все в воде.
Текущее содержание дворовой территории,"В очередной раз прошу обратить внимание на отвратительную работу УК ""Союз"" в рамках текущего содержания дворовой территории. Весь двор в окурках, трава по колено! Прошу ответственные органы взять на постоянный контроль работу этой компании!"
Текущее содержание дворовой территории,"В тысячный раз двор залит водой. Никаких мер не принимается. Всю неделю дожди,значит столько же будет стоять вода и столько же потом по времени сохнуть! Когда установят насос, который будет справляться со всем объемом воды после дождей?"
Текущее содержание дворовой территории,Отсутствует покрытие на рампах скейт - парка. Очень травмоопасное место для детей.
Текущее содержание дворовой территории,"Сломаны рампы на детской площадке в скейт-парке, в Корабельном сквере"
Текущее содержание дворовой территории,"Здравствуйте,во дворе дома 83 по улице холодильная стоят очень травмоопасные качели.есть ли возможность их заменить на качели не из деревянных материалов?"
Текущее содержание дворовой территории,"В 2015 году жителей дома заставили вывезти металические гаражи ( незаконные сооружения)! Обещая на этом месте построить детскую площадку! Теперь там просто очередная свалка! Которую ни кто не убирает! Детям гулять не где! Собак выгуливать не где! А территорию возле подъездов убирает житель с 3 квартиры! Когда наша управляющая начнёт работать, а не только деньги брать!"
Текущее содержание дворовой территории,Нескошеная трава во дворе вдоль дома.
Текущее содержание дворовой территории,"Совсем не убирается двор. Под словом 'двор' понимается вся дворовая территория, включая ту, на которой расположены детские качели и горки, а не только асфальт возле подъезда. Детская площадка завалена липучками от тополей. Когда дворник начнет делать свою работу?"
Текущее содержание дворовой территории,За домом 6 ул.Газовиков (у спортивного клуба) много мусора и нескошенная трава
Текущее содержание дворовой территории,"Песочница во дворе между домами Пермякова 18 и Пермякова 16 имеет повреждения, несущие опасность для детей. Так же имеет посторонние надписи."
